ciudad,temperatura,unidad
Atenas_1044,25.4,C
Nueva York_1045,-12.9,C
Bogota_1046,40.9,F
Tijuana_1047,30.2,F
Estocolmo_1048,23.6,C
Monterrey_1049,9,C
Cairo_1050,23.2,C
Helsinki_1051,29.9,F
Las Vegas_1052,7.9,C
Boston_1053,62.5,F
Honolulu_1054,-8,C
Las Vegas_1055,-11.9,C
Varsovia_1056,-12.2,C
Cancun_1057,59.2,F
Miami_1058,40.5,F
Houston_1059,36.2,C
Madrid_1060,22.9,F
Singapur_1061,23.8,C
Madrid_1062,26.8,C
Estocolmo_1063,34.5,F
Paris_1064,5.7,C
Seattle_1065,12.1,F
Tokio_1066,18.4,F
Ankara_1067,39.7,C
Los Angeles_1068,-24.7,C
Las Vegas_1069,38.9,F
Phoenix_1070,22.6,F
Ankara_1071,11.4,F
Boston_1072,99.5,F
Londres_1073,41.1,F
Tokio_1074,106.2,F
Houston_1075,40.6,C
Bogota_1076,3.9,F
Santiago_1077,19.7,C
Varsovia_1078,8.3,C
Bogota_1079,-29.5,C
Monterrey_1080,24,C
Santiago_1081,46,F
Reykjavik_1082,-18.5,F
Monterrey_1083,7.1,C
Roma_1084,-16.5,F
Reykjavik_1085,103.3,F
Buenos Aires_1086,-10.6,F
Lisboa_1087,94.2,F
Lima_1088,39.2,C
Budapest_1089,41,C
Paris_1090,-16.5,C
Chicago_1091,35.1,F
Berlin_1092,62.2,F
Boston_1093,39.5,C
Bangkok_1094,79.9,F
Tokio_1095,35.3,F
Miami_1096,73.1,F
Madrid_1097,47,C
Singapur_1098,62.2,F
Buenos Aires_1099,65.7,F
Nueva York_1100,74.3,F
Lima_1101,-10.6,F
Auckland_1102,-25.1,C
Pekín_1103,-19.8,F
Houston_1104,-4.9,F
Reykjavik_1105,-4.5,C
Houston_1106,35.8,C
CDMX_1107,2.3,F
Puebla_1108,34.2,F
Mumbai_1109,54.7,F
Santiago_1110,61.4,F
Reykjavik_1111,-18,C
Chicago_1112,-24.9,C
Seattle_1113,59.5,F
Toronto_1114,10,C
Bangkok_1115,-13.7,C
Roma_1116,22.6,C
Moscu_1117,-13.5,F
Singapur_1118,1.9,C
Atenas_1119,-3.4,F
Caracas_1120,-17.3,C
Mumbai_1121,25.8,F
Oslo_1122,11,F
Lagos_1123,-14.2,C
Miami_1124,0.3,C
Singapur_1125,98.4,F
Berlin_1126,-2.4,F
Ankara_1127,-17.7,F
Caracas_1128,-28.2,C
Moscu_1129,28.2,F
Moscu_1130,9.3,C
CDMX_1131,-2.9,F
Cancun_1132,-19.1,C
Tijuana_1133,-17.1,C
Atenas_1134,-28.5,C
Lisboa_1135,-18.9,C
Ankara_1136,16.9,C
Moscu_1137,69.7,F
Cancun_1138,20.5,F
Seattle_1139,-13.8,F
Seattle_1140,49.7,C
Seattle_1141,3.6,F
Auckland_1142,-3.4,C
Helsinki_1143,102.9,F
Dubai_1144,16.2,C
Dubai_1145,54.8,F
Madrid_1146,-6.9,C
Reykjavik_1147,24.5,C
Lagos_1148,-12.1,C
Buenos Aires_1149,-24.9,C
Sydney_1150,51.1,F
Chicago_1151,113.8,F
Berlin_1152,-12,C
Buenos Aires_1153,26.8,F
Londres_1154,92,F
Los Angeles_1155,33.6,F
Denver_1156,0.9,C
Houston_1157,66.5,F
Phoenix_1158,52.2,F
Honolulu_1159,0.6,C
Pekín_1160,32.9,F
Singapur_1161,-27.3,C
Moscu_1162,111.6,F
Lima_1163,-16.4,C
Helsinki_1164,37.8,F
Moscu_1165,63,F
Mumbai_1166,7.5,C
Lagos_1167,14.9,F
Sydney_1168,-4,C
Auckland_1169,47.1,C
Estocolmo_1170,71.2,F
Las Vegas_1171,87.5,F
Varsovia_1172,74.3,F
Seattle_1173,29.5,C
Seattle_1174,35.1,C
CDMX_1175,-3.3,C
Nueva York_1176,108,F
Helsinki_1177,-13.6,F
Madrid_1178,16.9,C
Phoenix_1179,-8.4,C
Tijuana_1180,17.7,F
Nairobi_1181,-17.2,F
Lima_1182,-2.1,C
Cairo_1183,42.4,C
Lagos_1184,11.7,C
Moscu_1185,23.7,F
Phoenix_1186,21.5,F
Helsinki_1187,116.8,F
Bogota_1188,8.3,F
Phoenix_1189,21.4,F
Dubai_1190,109.5,F
Tokio_1191,106.1,F
Nueva York_1192,45.1,C
Los Angeles_1193,30,F
Houston_1194,37.5,C
Santiago_1195,34,F
Paris_1196,-7.5,F
Atenas_1197,2.5,C
Berlin_1198,49,C
Santiago_1199,97.1,F
Toronto_1200,36.7,C
Buenos Aires_1201,16.3,F
Atenas_1202,97.9,F
Roma_1203,-25.3,C
Caracas_1204,99.1,F
Melbourne_1205,11.5,F
Oslo_1206,34.2,C
Puebla_1207,-5.2,F
Bangkok_1208,53,F
Roma_1209,-1.7,F
Buenos Aires_1210,75,F
Estocolmo_1211,115.5,F
Paris_1212,8.7,C
Caracas_1213,-22,C
Helsinki_1214,-7.3,C
Singapur_1215,118.1,F
Lisboa_1216,-23.3,C
Miami_1217,-15.7,C
Bangkok_1218,-27.1,C
Seattle_1219,79.3,F
Estocolmo_1220,45.3,F
Los Angeles_1221,112.2,F
Pekín_1222,74.4,F
Lisboa_1223,14.2,F
Paris_1224,111.9,F
Moscu_1225,21.4,C
Madrid_1226,90.9,F
Toronto_1227,-6.9,C
Budapest_1228,49.9,C
Cancun_1229,-15.2,C
Singapur_1230,9.3,C
Lisboa_1231,30.3,C
CDMX_1232,111.9,F
Paris_1233,25.7,C
Atenas_1234,43.8,C
Ankara_1235,73.7,F
Buenos Aires_1236,8,C
Cairo_1237,-26.7,C
Las Vegas_1238,82.4,F
Helsinki_1239,5.7,C
Melbourne_1240,63.1,F
Sydney_1241,43,F
Oslo_1242,3.6,F
Moscu_1243,113.4,F
Buenos Aires_1244,90.5,F
Toronto_1245,-18,F
Melbourne_1246,38.8,C
Houston_1247,117.8,F
Lima_1248,102.1,F
CDMX_1249,15.3,F
Tokio_1250,28.1,F
Cairo_1251,9.1,C
Bangkok_1252,-26.1,C
Cairo_1253,2.2,F
Buenos Aires_1254,30.4,C
Puebla_1255,-25,C
Bangkok_1256,-7.1,C
Lima_1257,60,F
Ankara_1258,0.6,F
Lima_1259,38.4,C
Las Vegas_1260,45.8,C
Guadalajara_1261,-16,F
CDMX_1262,36.4,C
Cairo_1263,17.5,F
Puebla_1264,-8.5,C
Boston_1265,1.9,F
Santiago_1266,69,F
Londres_1267,38,C
Honolulu_1268,64.6,F
Paris_1269,65,F
Varsovia_1270,-20,F
Melbourne_1271,23.3,C
Honolulu_1272,2.4,C
Berlin_1273,70.2,F
Nueva York_1274,12.3,F
Cairo_1275,55.5,F
Tokio_1276,23.1,C
Oslo_1277,25.9,F
Bangkok_1278,3.4,C
Bangkok_1279,24,C
Boston_1280,19.5,C
Bogota_1281,-0.1,C
Guadalajara_1282,26.2,C
Caracas_1283,-12.8,F
Boston_1284,-18.9,C
Santiago_1285,25.1,F
Tokio_1286,23.8,C
Bogota_1287,18.3,C
Boston_1288,118.1,F
Oslo_1289,27.6,F
Lisboa_1290,21.6,C
Nueva York_1291,2.9,F
Houston_1292,89,F
Bogota_1293,48.6,C
Sydney_1294,101.3,F
Houston_1295,15.4,F
Oslo_1296,12.9,F
Lima_1297,112.7,F
Honolulu_1298,-7.9,F
Berlin_1299,88.9,F
Toronto_1300,0.7,C
Auckland_1301,34.3,C
Bogota_1302,69.5,F
Miami_1303,105.7,F
Reykjavik_1304,-15.9,C
Nueva York_1305,49.9,F
Mumbai_1306,15.1,F
Miami_1307,108.7,F
Londres_1308,4.9,C
Lisboa_1309,44.4,C
Mumbai_1310,65.2,F
Chicago_1311,11,C
Cancun_1312,-26.6,C
Auckland_1313,114.3,F
Houston_1314,56.1,F
Caracas_1315,72,F
CDMX_1316,98.8,F
Monterrey_1317,47.6,F
Miami_1318,-16,C
Melbourne_1319,-7.6,C
Singapur_1320,53.1,F
Singapur_1321,72.6,F
Buenos Aires_1322,-21.1,F
Honolulu_1323,-3.1,F
Budapest_1324,63.8,F
Buenos Aires_1325,87.4,F
Bangkok_1326,42.7,C
Lima_1327,-8.9,F
Varsovia_1328,39.4,C
Melbourne_1329,104.1,F
Lima_1330,30.3,C
Atenas_1331,9.8,C
Varsovia_1332,-22.2,C
Singapur_1333,27.7,C
Tokio_1334,52.8,F
Houston_1335,30.9,C
Dubai_1336,4.9,C
Seattle_1337,-24,C
Bangkok_1338,55.7,F
Monterrey_1339,20.1,C
Honolulu_1340,10.1,C
Moscu_1341,118.5,F
Chicago_1342,35.1,C
Tokio_1343,-27.8,C
Mumbai_1344,112.2,F
Roma_1345,-10.6,C
Berlin_1346,-21.2,C
Reykjavik_1347,-18.6,F
Phoenix_1348,-24.1,C
Toronto_1349,100.9,F
Helsinki_1350,27.9,C
Varsovia_1351,26,C
Monterrey_1352,10.8,C
Melbourne_1353,-9.3,C
Tokio_1354,7.3,F
Buenos Aires_1355,83.6,F
Cancun_1356,113.1,F
Los Angeles_1357,7.5,F
Phoenix_1358,74.9,F
Guadalajara_1359,44.3,C
Berlin_1360,8.4,C
Oslo_1361,-22.5,C
Houston_1362,27.7,C
Melbourne_1363,-13,F
Caracas_1364,-20.3,C
Tijuana_1365,104.1,F
Miami_1366,60.2,F
Las Vegas_1367,16.4,C
Oslo_1368,-1.8,C
Honolulu_1369,99,F
Bangkok_1370,42.3,C
Miami_1371,26.9,F
Melbourne_1372,70.6,F
Berlin_1373,44.5,C
Monterrey_1374,-17.6,C
Tokio_1375,34,C
Moscu_1376,46.3,F
Dubai_1377,44.4,F
Londres_1378,17,F
Reykjavik_1379,14.6,C
Madrid_1380,8.3,C
Bangkok_1381,101.2,F
Lisboa_1382,6.1,C
Tijuana_1383,44.3,C
Ankara_1384,3.1,C
Chicago_1385,106.9,F
Guadalajara_1386,-13.4,C
Moscu_1387,-17,F
Auckland_1388,78.6,F
Bogota_1389,79.9,F
Guadalajara_1390,-1.7,F
Pekín_1391,98.9,F
Ankara_1392,4.7,C
Houston_1393,25,C
Madrid_1394,-7.6,C
Bangkok_1395,81.1,F
Toronto_1396,49.4,C
Tijuana_1397,-2.1,C
Buenos Aires_1398,57.5,F
Roma_1399,-9,C
Budapest_1400,2,F
Pekín_1401,88,F
Monterrey_1402,-11.5,C
Los Angeles_1403,41.1,C
Bogota_1404,2.2,C
Lagos_1405,66,F
Atenas_1406,34.7,C
Toronto_1407,74.3,F
Dubai_1408,23.5,F
Varsovia_1409,-17.9,C
Houston_1410,-22.2,C
Lima_1411,109.5,F
Bogota_1412,-10,C
Nairobi_1413,18.1,C
Lima_1414,10.3,C
Paris_1415,3,F
Monterrey_1416,3.3,C
Madrid_1417,47.3,C
Helsinki_1418,11.4,F
Madrid_1419,24.4,C
Boston_1420,-15.1,C
Oslo_1421,-7.5,C
Bogota_1422,-11.9,C
Budapest_1423,45,F
Madrid_1424,73.3,F
Melbourne_1425,41.6,C
Oslo_1426,18.7,C
Toronto_1427,47.5,F
Miami_1428,10.1,F
Las Vegas_1429,90.1,F
Moscu_1430,85.3,F
Houston_1431,38,C
Buenos Aires_1432,0.4,F
Lisboa_1433,33.5,C
CDMX_1434,16.1,C
Guadalajara_1435,-22.8,C
Varsovia_1436,24.2,F
Singapur_1437,25.9,C
Nueva York_1438,4.1,C
Las Vegas_1439,44.8,C
Bangkok_1440,49.7,C
Roma_1441,61.5,F
Cancun_1442,-27.4,C
Tokio_1443,-22.5,C
Caracas_1444,-25.4,C
Singapur_1445,19.4,F
Guadalajara_1446,93.1,F
Lagos_1447,-14.3,F
Estocolmo_1448,1.6,F
Berlin_1449,-26.2,C
Melbourne_1450,82.5,F
Puebla_1451,44.1,C
Lima_1452,15.5,C
Singapur_1453,7.2,C
Berlin_1454,-21.3,F
Melbourne_1455,28.1,C
Buenos Aires_1456,18.8,C
Guadalajara_1457,7.9,C
Ankara_1458,88.5,F
Bogota_1459,97.1,F
Bangkok_1460,34.7,F
Buenos Aires_1461,37.9,C
Lisboa_1462,4.9,F
Denver_1463,44.6,C
Toronto_1464,50,F
Auckland_1465,36.6,C
Singapur_1466,113.9,F
Paris_1467,80.9,F
Lagos_1468,-2.1,F
Atenas_1469,29.6,C
Madrid_1470,79,F
Reykjavik_1471,61.2,F
Caracas_1472,46.3,F
Ankara_1473,108,F
Auckland_1474,-3.2,C
Dubai_1475,26.9,F
Cairo_1476,49.6,F
Lima_1477,91.3,F
Auckland_1478,12.9,F
Londres_1479,107.1,F
Santiago_1480,14.7,C
Atenas_1481,44.3,F
Melbourne_1482,10.7,F
Singapur_1483,101.2,F
Berlin_1484,44.6,F
Roma_1485,38.1,C
Caracas_1486,-10,F
Paris_1487,40.4,C
Seattle_1488,42.9,C
Paris_1489,-18.5,F
Cairo_1490,79.5,F
Melbourne_1491,118.9,F
Puebla_1492,-10.2,F
Bogota_1493,24,C
Estocolmo_1494,49.2,C
Singapur_1495,0.4,C
Mumbai_1496,19.2,C
Miami_1497,-4,F
Buenos Aires_1498,44.6,F
Cairo_1499,-10.8,F
Houston_1500,-20.2,C
Lisboa_1501,51.8,F
Moscu_1502,121.7,F
Atenas_1503,-14.9,C
Las Vegas_1504,-19.7,F
Houston_1505,81.9,F
Dubai_1506,80.7,F
Phoenix_1507,8,C
Cairo_1508,13.7,C
Lima_1509,50.2,F
Oslo_1510,49.8,C
Seattle_1511,28.8,C
Santiago_1512,-5.5,F
Tijuana_1513,18.2,F
Roma_1514,49.8,F
Bogota_1515,44.9,C
Tokio_1516,22.1,C
Puebla_1517,48.6,C
Berlin_1518,104.1,F
Roma_1519,86.5,F
Sydney_1520,90.3,F
Moscu_1521,5.6,C
Sydney_1522,25.1,C
Sydney_1523,41.8,F
Puebla_1524,74.8,F
Reykjavik_1525,14.6,F
Monterrey_1526,10.8,C
Guadalajara_1527,-18.8,C
Mumbai_1528,110.5,F
Miami_1529,121,F
Tijuana_1530,47.2,C
Buenos Aires_1531,3.1,F
Oslo_1532,105.1,F
Sydney_1533,13.1,C
Phoenix_1534,44.5,C
Berlin_1535,5.7,C
Lisboa_1536,39.7,C
Buenos Aires_1537,-19.2,F
Guadalajara_1538,26.5,C
Caracas_1539,111.6,F
Roma_1540,-3.6,C
Lisboa_1541,6.3,C
Lisboa_1542,38.1,C
Honolulu_1543,109.8,F
Honolulu_1544,4.4,C
Madrid_1545,111.9,F
Chicago_1546,6.6,F
Auckland_1547,58.6,F
Las Vegas_1548,88.1,F
Guadalajara_1549,7.9,C
Puebla_1550,26.6,F
Lisboa_1551,32.7,C
Nueva York_1552,18.2,C
Chicago_1553,115.1,F
Moscu_1554,-6.3,C
Atenas_1555,-17.9,C
Roma_1556,10,C
Londres_1557,2,C
Roma_1558,98.2,F
Monterrey_1559,91,F
Reykjavik_1560,89.6,F
Helsinki_1561,-28.1,C
Berlin_1562,7.4,C
Mumbai_1563,6.2,C
Atenas_1564,41.4,C
Estocolmo_1565,31.5,C
Caracas_1566,6.6,C
Lima_1567,38.9,F
Reykjavik_1568,82.1,F
Monterrey_1569,-3.1,C
Honolulu_1570,-18.5,C
Puebla_1571,6.3,C
Dubai_1572,-7.1,F
CDMX_1573,15.9,F
Lagos_1574,-3.5,F
Tokio_1575,21.1,C
Auckland_1576,23.9,C
Boston_1577,33.8,C
Buenos Aires_1578,24.3,C
Los Angeles_1579,-15.9,C
Boston_1580,90.3,F
Lisboa_1581,120,F
Miami_1582,-6.2,C
Budapest_1583,0.3,F
Moscu_1584,31.8,C
Londres_1585,119.7,F
Ankara_1586,-24,C
Seattle_1587,26.3,C
Pekín_1588,30.7,F
Lima_1589,20.8,F
Berlin_1590,93.1,F
Roma_1591,28.3,C
Boston_1592,1.6,F
Caracas_1593,48.4,C
Bogota_1594,-23.5,C
Bogota_1595,97,F
Melbourne_1596,12.5,F
Madrid_1597,1,C
Moscu_1598,44.2,C
Miami_1599,48,C
Melbourne_1600,1.7,C
Honolulu_1601,36.8,C
Moscu_1602,110.3,F
CDMX_1603,85.6,F
Cairo_1604,-5.9,F
Bogota_1605,96,F
Buenos Aires_1606,121.8,F
Santiago_1607,23.2,C
Berlin_1608,41.5,F
Moscu_1609,70.4,F
Madrid_1610,80.6,F
Honolulu_1611,-18.7,C
CDMX_1612,0.8,F
Atenas_1613,22.9,C
Atenas_1614,92.7,F
Singapur_1615,-14.2,C
Reykjavik_1616,-6.7,C
Nairobi_1617,18.2,F
Atenas_1618,36.8,F
Lima_1619,35.7,F
Las Vegas_1620,1.4,F
Seattle_1621,19.7,C
Berlin_1622,-9.3,C
Londres_1623,48.8,C
Las Vegas_1624,30.7,C
Paris_1625,39,C
Buenos Aires_1626,-17.8,F
Budapest_1627,-3.1,F
Moscu_1628,106,F
Honolulu_1629,19.9,F
Auckland_1630,-14.7,C
Budapest_1631,14.6,C
Paris_1632,27.4,C
Nairobi_1633,-5.5,C
Guadalajara_1634,-23.3,C
Houston_1635,20.6,C
Puebla_1636,-9.8,C
Madrid_1637,86.9,F
Bangkok_1638,24.2,F
Nairobi_1639,59.6,F
Phoenix_1640,12.2,C
Tijuana_1641,5.5,C
Sydney_1642,10.8,C
Los Angeles_1643,10.1,C
Melbourne_1644,110.6,F
Roma_1645,-5.8,F
Nueva York_1646,-2.7,C
Lagos_1647,-26.8,C
Monterrey_1648,82.1,F
Oslo_1649,63.8,F
Roma_1650,28.7,C
Monterrey_1651,25.8,C
Auckland_1652,109.5,F
Varsovia_1653,119.8,F
Oslo_1654,4.4,F
Toronto_1655,42.6,F
Bogota_1656,-5.7,F
Berlin_1657,26.3,C
Las Vegas_1658,44,F
Seattle_1659,115.3,F
Auckland_1660,-2.4,C
Denver_1661,22.3,C
Cairo_1662,64.2,F
Melbourne_1663,117,F
Caracas_1664,11.3,F
Santiago_1665,-4.1,F
Houston_1666,43.9,C
Monterrey_1667,75.6,F
Helsinki_1668,47.3,C
Honolulu_1669,11.5,C
Singapur_1670,-14.9,C
Santiago_1671,66.5,F
Ankara_1672,32.5,F
Roma_1673,-16.1,F
Toronto_1674,-0.9,C
Oslo_1675,64.9,F
Lima_1676,-11.4,F
Paris_1677,-29.6,C
Budapest_1678,119.5,F
Bogota_1679,31.5,C
Houston_1680,-28.6,C
Las Vegas_1681,-24.1,C
Auckland_1682,-13.8,F
Singapur_1683,-20.8,C
Tijuana_1684,13.5,C
Estocolmo_1685,35.6,F
Estocolmo_1686,16.7,F
Puebla_1687,105.3,F
Cairo_1688,26.5,F
Santiago_1689,64.8,F
Toronto_1690,1.2,F
Nairobi_1691,66.3,F
Lima_1692,-11.6,C
Varsovia_1693,38.5,C
Ankara_1694,-29,C
Bogota_1695,59.7,F
Cairo_1696,0.5,C
Helsinki_1697,57,F
Varsovia_1698,36.1,C
Singapur_1699,-2.7,F
Guadalajara_1700,44.8,F
Santiago_1701,21.3,F
Reykjavik_1702,97.5,F
Roma_1703,75.2,F
Tijuana_1704,-0.4,C
Helsinki_1705,93.2,F
Miami_1706,39.8,F
Madrid_1707,107,F
Los Angeles_1708,7.8,C
Honolulu_1709,-21,C
Lima_1710,-13.4,C
Londres_1711,32.9,C
Cancun_1712,18.8,C
Lisboa_1713,17.9,F
Las Vegas_1714,22.8,C
Tijuana_1715,-21.2,C
Buenos Aires_1716,-0.2,C
Singapur_1717,38.5,F
Lagos_1718,-15.2,C
Paris_1719,42.5,C
Houston_1720,17.3,C
Los Angeles_1721,74.4,F
Phoenix_1722,121.6,F
Madrid_1723,-3.5,F
Phoenix_1724,5.9,C
Moscu_1725,-1.6,C
Puebla_1726,37.7,C
Oslo_1727,13,C
Budapest_1728,-21.6,C
Honolulu_1729,23.6,C
Atenas_1730,-6.3,F
Auckland_1731,32.8,F
Honolulu_1732,-10.9,F
Tijuana_1733,68.3,F
Caracas_1734,-2.9,C
Boston_1735,61.9,F
Phoenix_1736,114,F
Pekín_1737,53.9,F
Singapur_1738,58.7,F
Reykjavik_1739,32.5,F
Monterrey_1740,4.9,C
Phoenix_1741,40,C
Tijuana_1742,47.3,F
Oslo_1743,38.6,C
Miami_1744,7.7,C
Chicago_1745,71.3,F
Sydney_1746,24,F
Ankara_1747,9.5,F
Dubai_1748,30.8,F
Paris_1749,110.2,F
Denver_1750,19.4,F
Bangkok_1751,-3.6,C
Tijuana_1752,-1.7,C
Bogota_1753,51.1,F
Helsinki_1754,4.3,F
Dubai_1755,19.9,F
Denver_1756,30.3,F
Atenas_1757,98.9,F
Reykjavik_1758,66.6,F
Cancun_1759,-24.5,C
Bangkok_1760,41.3,C
Los Angeles_1761,46.1,C
Tokio_1762,-11.8,F
Bangkok_1763,41.8,F
Atenas_1764,-11.6,C
Roma_1765,-28,C
Chicago_1766,-8.7,F
Budapest_1767,-27.9,C
CDMX_1768,14.3,F
Seattle_1769,39.4,C
Nueva York_1770,-20.8,C
Melbourne_1771,-23.3,C
Denver_1772,-1.9,C
Monterrey_1773,52.9,F
Berlin_1774,13.7,F
Bogota_1775,56.8,F
Varsovia_1776,31.8,C
Houston_1777,84,F
Pekín_1778,54.8,F
Phoenix_1779,36.8,C
Los Angeles_1780,38.7,C
Guadalajara_1781,14.4,C
Boston_1782,-22.6,C
Santiago_1783,1.8,F
Seattle_1784,55.7,F
Tokio_1785,9.4,C
Dubai_1786,42.2,F
Lagos_1787,117.7,F
Nueva York_1788,32.6,C
Lima_1789,99.6,F
Londres_1790,-17,F
Buenos Aires_1791,44.3,C
Puebla_1792,-17.3,C
Boston_1793,11.7,C
Cancun_1794,103.4,F
Lisboa_1795,17.6,F
Nairobi_1796,122,F
Oslo_1797,65.8,F
Berlin_1798,-19,F
CDMX_1799,50.4,F
Phoenix_1800,42.7,C
Reykjavik_1801,107,F
Guadalajara_1802,27.7,C
Tokio_1803,25.2,C
Denver_1804,22.5,C
Reykjavik_1805,17.3,C
Chicago_1806,-4.9,F
Lisboa_1807,116.9,F
Chicago_1808,-10.2,C
Los Angeles_1809,-4.1,F
Miami_1810,88.7,F
Nairobi_1811,63.8,F
Mumbai_1812,11.6,F
Bangkok_1813,50.5,F
Berlin_1814,-0.8,C
Melbourne_1815,13.2,C
Estocolmo_1816,2.7,C
Sydney_1817,-6.1,C
Bogota_1818,-2.2,F
Guadalajara_1819,-11.1,F
Tijuana_1820,35.5,C
Cancun_1821,46,F
Lagos_1822,-6.6,C
Melbourne_1823,33,F
Las Vegas_1824,62.4,F
Nairobi_1825,45.8,C
Varsovia_1826,-17.6,F
Roma_1827,17.1,C
Atenas_1828,62.6,F
Tokio_1829,26.5,C
Cancun_1830,105.4,F
Honolulu_1831,34.7,C
Denver_1832,29.3,C
Auckland_1833,10.5,F
Bangkok_1834,8,C
Sydney_1835,71.2,F
Moscu_1836,14.5,C
Monterrey_1837,12.4,C
Roma_1838,-29.5,C
Caracas_1839,-9,C
Guadalajara_1840,27.6,F
Auckland_1841,54.2,F
Paris_1842,-1.9,C
Lagos_1843,37.2,F
Lima_1844,85.4,F
Londres_1845,112.1,F
Sydney_1846,-7.2,C
Pekín_1847,-13.1,F
Londres_1848,115,F
Melbourne_1849,68.2,F
Toronto_1850,44.9,F
Paris_1851,47.2,C
Tokio_1852,-3.7,C
Londres_1853,32.7,F
Guadalajara_1854,-5.4,F
Atenas_1855,109.5,F
Atenas_1856,-12.5,C
Reykjavik_1857,70.9,F
Houston_1858,-24.6,C
Londres_1859,56.5,F
Seattle_1860,2.5,F
Caracas_1861,4.2,C
Ankara_1862,29.8,C
Seattle_1863,56.4,F
Dubai_1864,42.2,C
Varsovia_1865,-11.1,C
Roma_1866,28.5,C
Tijuana_1867,115.4,F
Nueva York_1868,97.1,F
Las Vegas_1869,-9,F
Reykjavik_1870,106.8,F
Santiago_1871,105.3,F
Bogota_1872,-23.5,C
Singapur_1873,4.7,F
Nueva York_1874,-21.9,C
Toronto_1875,84.3,F
Boston_1876,44.4,C
Puebla_1877,11,C
Helsinki_1878,33.3,C
Nairobi_1879,38.4,F
Dubai_1880,1.5,C
Dubai_1881,45.5,C
Seattle_1882,-5,C
Denver_1883,41.3,C
Lisboa_1884,78.1,F
Ankara_1885,46.8,C
Tokio_1886,67.7,F
Atenas_1887,-5.5,F
Estocolmo_1888,-12.2,C
Helsinki_1889,1.1,C
Lisboa_1890,7.6,C
Toronto_1891,92.5,F
Cancun_1892,41.1,F
Santiago_1893,51.1,F
Estocolmo_1894,44.6,C
Las Vegas_1895,36.7,F
Los Angeles_1896,-24.6,C
Moscu_1897,6.7,F
Atenas_1898,60.3,F
Bogota_1899,-23,C
Ankara_1900,117.6,F
Melbourne_1901,28.3,C
Las Vegas_1902,-5.8,C
Reykjavik_1903,66.5,F
Las Vegas_1904,33.4,C
Nairobi_1905,40.8,C
Singapur_1906,11.4,C
Miami_1907,35.8,F
Denver_1908,4.4,F
Bangkok_1909,94.8,F
Sydney_1910,47.9,C
Buenos Aires_1911,45.9,F
Lisboa_1912,38.2,C
Mumbai_1913,38.5,C
Caracas_1914,42,C
Dubai_1915,49.8,C
Phoenix_1916,120.7,F
Los Angeles_1917,-13.6,F
Auckland_1918,0.3,C
Buenos Aires_1919,7.7,C
Berlin_1920,33.9,C
Helsinki_1921,-26.2,C
Tokio_1922,-9.2,F
CDMX_1923,26.7,F
Nairobi_1924,22,C
Chicago_1925,-18.9,F
Madrid_1926,66.1,F
Pekín_1927,13.3,F
Pekín_1928,-5.5,C
Singapur_1929,45.7,C
Paris_1930,-1.7,F
Miami_1931,22.1,C
Santiago_1932,39.6,F
Las Vegas_1933,16.3,C
Madrid_1934,9.4,C
Pekín_1935,117.6,F
Nairobi_1936,-5.3,C
Guadalajara_1937,29.1,F
Toronto_1938,19.2,C
Mumbai_1939,-29,C
Estocolmo_1940,91.7,F
Chicago_1941,48.4,F
Dubai_1942,48.3,C
Caracas_1943,3.3,C
Berlin_1944,42.1,C
Reykjavik_1945,-2.7,F
Seattle_1946,-18.4,F
Lagos_1947,24.7,F
Berlin_1948,20.2,C
Las Vegas_1949,8.6,C
Denver_1950,-19.7,C
Cancun_1951,14,C
Londres_1952,-13.9,C
Reykjavik_1953,10.1,C
Chicago_1954,-16.7,C
Helsinki_1955,22,C
Lima_1956,86.1,F
Reykjavik_1957,85.5,F
Lima_1958,-15.6,C
Reykjavik_1959,-1.7,C
Los Angeles_1960,-18.7,C
Helsinki_1961,34,C
Bogota_1962,1.3,F
Estocolmo_1963,47.7,F
Auckland_1964,16.8,C
Lima_1965,6.3,F
Reykjavik_1966,39.5,C
Lagos_1967,22.4,F
Helsinki_1968,80.5,F
Varsovia_1969,12.8,C
Lima_1970,1.5,F
Boston_1971,7.4,C
Tokio_1972,-28.5,C
Auckland_1973,0.2,C
Madrid_1974,79.9,F
Dubai_1975,35.1,F
CDMX_1976,107.7,F
Toronto_1977,-7.7,C
Lagos_1978,104.5,F
Berlin_1979,45.6,C
Santiago_1980,-12.4,C
Ankara_1981,26.2,C
Monterrey_1982,48.2,F
CDMX_1983,70.1,F
Las Vegas_1984,37.5,F
Mumbai_1985,84,F
Sydney_1986,11,F
Nueva York_1987,92.6,F
Phoenix_1988,-24.3,C
Denver_1989,-28.5,C
Moscu_1990,-8.4,C
Puebla_1991,15.1,C
Melbourne_1992,23.2,C
Miami_1993,72.3,F
Boston_1994,-24,C
Lagos_1995,-13.9,C
Melbourne_1996,34.1,C
Monterrey_1997,-3,F
Atenas_1998,46.2,C
Paris_1999,78.5,F
Denver_2000,-21.3,C
Monterrey_2001,8,C
Lima_2002,32.7,C
Roma_2003,33.4,F
Puebla_2004,19.7,F
Reykjavik_2005,92.9,F
Lagos_2006,69.9,F
Oslo_2007,-24.6,C
Houston_2008,-26.3,C
Atenas_2009,-29.5,C
Nairobi_2010,-3.6,C
Berlin_2011,14.5,C
Estocolmo_2012,32.4,F
Pekín_2013,57.5,F
Auckland_2014,-29.3,C
